month,town,flat_type,resale_price,
2023-07,TAMPINES,4 ROOM,520000,
2023-07,TAMPINES,4 ROOM,540000,
2023-07,TAMPINES,4 ROOM,480000,
2023-07,TAMPINES,4 ROOM,558000,
2023-07,TAMPINES,4 ROOM,573000,
2023-07,TAMPINES,4 ROOM,591888,
2023-07,TAMPINES,4 ROOM,515000,
2023-07,TAMPINES,4 ROOM,690000,
2023-07,TAMPINES,4 ROOM,560000,
2023-07,TAMPINES,4 ROOM,530000,
2023-07,TAMPINES,4 ROOM,600000,
2023-07,TAMPINES,4 ROOM,540000,
2023-07,TAMPINES,4 ROOM,540000,
2023-07,TAMPINES,5 ROOM,680000,
2023-07,TAMPINES,5 ROOM,650000,
2023-07,TAMPINES,5 ROOM,670000,
2023-07,TAMPINES,5 ROOM,668000,
2023-07,TAMPINES,5 ROOM,650000,
2023-07,TAMPINES,5 ROOM,650000,
2023-07,TAMPINES,5 ROOM,700000,
2023-07,TAMPINES,5 ROOM,688000,
2023-07,TAMPINES,5 ROOM,693000,
2023-07,TAMPINES,5 ROOM,670000,
2023-07,TAMPINES,5 ROOM,660000,
2023-07,TAMPINES,5 ROOM,638000,
2023-07,TAMPINES,5 ROOM,828000,
2023-07,TAMPINES,5 ROOM,908000,
2023-07,TAMPINES,5 ROOM,670000,
2023-07,TAMPINES,5 ROOM,660000,
2023-07,TAMPINES,5 ROOM,650000,
2023-07,TAMPINES,5 ROOM,600000,
2023-07,TAMPINES,5 ROOM,628000,
2023-07,TAMPINES,5 ROOM,582888,
2023-07,TAMPINES,5 ROOM,712000,
2023-07,TAMPINES,5 ROOM,760000,
2023-07,TAMPINES,5 ROOM,745000,
2023-07,TAMPINES,5 ROOM,678000,
2023-07,TAMPINES,5 ROOM,660000,
2023-07,TAMPINES,5 ROOM,600000,
2023-07,TAMPINES,5 ROOM,680000,
2023-07,TAMPINES,5 ROOM,625000,
2023-07,TAMPINES,5 ROOM,620000,
2023-07,TAMPINES,5 ROOM,695000,
2023-07,TAMPINES,5 ROOM,680000,
2023-07,TAMPINES,5 ROOM,610000,
2023-07,TAMPINES,5 ROOM,780000,
2023-07,TAMPINES,5 ROOM,788888,
2023-07,TAMPINES,5 ROOM,660000,
2023-07,TAMPINES,5 ROOM,725000,
2023-07,TAMPINES,5 ROOM,728000,
2023-07,TAMPINES,5 ROOM,640000,
2023-07,TAMPINES,5 ROOM,645000,
2023-07,TAMPINES,5 ROOM,675000,
2023-07,TAMPINES,5 ROOM,795000,
2023-07,TAMPINES,5 ROOM,670000,
2023-07,TAMPINES,EXECUTIVE,900000,
2023-07,TAMPINES,EXECUTIVE,875000,
2023-07,TAMPINES,EXECUTIVE,853000,
2023-07,TAMPINES,EXECUTIVE,785000,
2023-07,TAMPINES,EXECUTIVE,800000,
2023-07,TAMPINES,EXECUTIVE,782000,
2023-07,TAMPINES,EXECUTIVE,850000,
2023-07,TAMPINES,EXECUTIVE,778888,
2023-07,TAMPINES,EXECUTIVE,910000,
2023-07,TAMPINES,EXECUTIVE,845000,
2023-07,TAMPINES,EXECUTIVE,838000,
2024-01,TAMPINES,2 ROOM,340000,
2024-01,TAMPINES,2 ROOM,328000,
2024-01,TAMPINES,3 ROOM,529000,
2024-01,TAMPINES,3 ROOM,545000,
2024-01,TAMPINES,3 ROOM,440000,
2024-01,TAMPINES,3 ROOM,500000,
2024-01,TAMPINES,3 ROOM,435000,
2024-01,TAMPINES,3 ROOM,410000,
2024-01,TAMPINES,3 ROOM,400000,
2024-01,TAMPINES,3 ROOM,438000,
2024-01,TAMPINES,3 ROOM,430000,
2024-01,TAMPINES,3 ROOM,456888,
2024-01,TAMPINES,3 ROOM,485000,
2024-01,TAMPINES,3 ROOM,440000,
2024-01,TAMPINES,3 ROOM,489000,
2024-01,TAMPINES,3 ROOM,465000,
2024-01,TAMPINES,3 ROOM,414000,
2024-01,TAMPINES,3 ROOM,445000,
2024-01,TAMPINES,3 ROOM,400000,
2024-01,TAMPINES,3 ROOM,430000,
2024-01,TAMPINES,3 ROOM,425000,
2024-01,TAMPINES,3 ROOM,401888,
2024-01,TAMPINES,3 ROOM,440000,
2024-01,TAMPINES,3 ROOM,406000,
2024-01,TAMPINES,3 ROOM,430000,
2024-01,TAMPINES,3 ROOM,410000,
2024-01,TAMPINES,3 ROOM,405000,
2024-01,TAMPINES,3 ROOM,435000,
2024-01,TAMPINES,3 ROOM,375000,
2024-01,TAMPINES,3 ROOM,485000,
2024-01,TAMPINES,3 ROOM,483000,
2024-01,TAMPINES,3 ROOM,548888,
2024-01,TAMPINES,3 ROOM,540000,
2024-01,TAMPINES,3 ROOM,508000,
2024-01,TAMPINES,3 ROOM,545000,
2024-01,TAMPINES,3 ROOM,418000,
2024-01,TAMPINES,4 ROOM,800000,
2024-01,TAMPINES,4 ROOM,580000,
2024-01,TAMPINES,4 ROOM,626000,
2024-01,TAMPINES,4 ROOM,510000,
2024-01,TAMPINES,4 ROOM,588000,
2024-01,TAMPINES,4 ROOM,605000,
2024-01,TAMPINES,4 ROOM,580000,
2024-01,TAMPINES,4 ROOM,758000,
2024-01,TAMPINES,4 ROOM,760888,
2024-01,TAMPINES,4 ROOM,560000,
2024-01,TAMPINES,4 ROOM,555000,
2024-01,TAMPINES,4 ROOM,645000,
2024-01,TAMPINES,4 ROOM,600000,
2024-01,TAMPINES,4 ROOM,720000,
2024-01,TAMPINES,4 ROOM,650000,
2024-01,TAMPINES,4 ROOM,738000,
2024-01,TAMPINES,4 ROOM,598888,
2024-01,TAMPINES,4 ROOM,638000,
2024-01,TAMPINES,4 ROOM,573168,
2024-01,TAMPINES,4 ROOM,570000,
2024-01,TAMPINES,4 ROOM,611000,
2024-01,TAMPINES,4 ROOM,555000,
2024-01,TAMPINES,4 ROOM,570000,
2024-01,TAMPINES,4 ROOM,545888,
2024-01,TAMPINES,4 ROOM,585000,
2024-01,TAMPINES,4 ROOM,578000,
2024-01,TAMPINES,4 ROOM,575000,
2024-01,TAMPINES,4 ROOM,560000,
2024-01,TAMPINES,4 ROOM,558000,
2024-01,TAMPINES,4 ROOM,556000,
2024-01,TAMPINES,4 ROOM,585000,
2024-01,TAMPINES,4 ROOM,508000,
2024-01,TAMPINES,4 ROOM,568000,
2024-01,TAMPINES,4 ROOM,545000,
2024-01,TAMPINES,4 ROOM,570000,
2024-01,TAMPINES,4 ROOM,575000,
2024-01,TAMPINES,4 ROOM,510000,
2024-01,TAMPINES,4 ROOM,515000,
2024-01,TAMPINES,4 ROOM,628000,
2024-01,TAMPINES,4 ROOM,608888,
2024-01,TAMPINES,4 ROOM,525000,
2024-01,TAMPINES,4 ROOM,548000,
2024-01,TAMPINES,4 ROOM,608000,
2024-01,TAMPINES,4 ROOM,605000,
2024-01,TAMPINES,4 ROOM,655000,
2024-01,TAMPINES,4 ROOM,595000,
2024-01,TAMPINES,4 ROOM,615000,
2024-01,TAMPINES,4 ROOM,710000,
2024-01,TAMPINES,4 ROOM,725000,
2024-01,TAMPINES,4 ROOM,705000,
2024-01,TAMPINES,4 ROOM,695000,
2024-01,TAMPINES,4 ROOM,725000,
2024-01,TAMPINES,4 ROOM,730000,
2024-01,TAMPINES,4 ROOM,730000,
2024-01,TAMPINES,4 ROOM,750000,
2024-01,TAMPINES,4 ROOM,720000,
2024-01,TAMPINES,4 ROOM,745000,
2024-01,TAMPINES,4 ROOM,695000,
2024-01,TAMPINES,4 ROOM,725000,
2024-01,TAMPINES,4 ROOM,722888,
2024-01,TAMPINES,4 ROOM,745000,
2024-01,TAMPINES,4 ROOM,730888,
2024-01,TAMPINES,4 ROOM,720000,
2024-01,TAMPINES,4 ROOM,755000,
2024-01,TAMPINES,4 ROOM,568000,
2024-01,TAMPINES,4 ROOM,560000,
2024-01,TAMPINES,4 ROOM,650000,
2024-01,TAMPINES,4 ROOM,592000,
2024-01,TAMPINES,4 ROOM,608000,
2024-01,TAMPINES,4 ROOM,565000,
2024-01,TAMPINES,4 ROOM,625000,
2024-01,TAMPINES,4 ROOM,588888,
2024-01,TAMPINES,4 ROOM,605000,
2024-01,TAMPINES,4 ROOM,568000,
2024-01,TAMPINES,4 ROOM,635000,
2024-01,TAMPINES,4 ROOM,500000,
2024-01,TAMPINES,4 ROOM,510000,
2024-01,TAMPINES,4 ROOM,495000,
2024-01,TAMPINES,4 ROOM,520000,
2024-01,TAMPINES,4 ROOM,560000,
2024-01,TAMPINES,4 ROOM,576888,
2024-01,TAMPINES,4 ROOM,688888,
2024-01,TAMPINES,4 ROOM,700000,
2024-01,TAMPINES,4 ROOM,700000,
2024-01,TAMPINES,4 ROOM,560000,
2024-01,TAMPINES,4 ROOM,580000,
2024-01,TAMPINES,5 ROOM,888000,
2024-01,TAMPINES,5 ROOM,850000,
2024-01,TAMPINES,5 ROOM,725000,
2024-01,TAMPINES,5 ROOM,690000,
2024-01,TAMPINES,5 ROOM,628888,
2024-01,TAMPINES,5 ROOM,720000,
2024-01,TAMPINES,5 ROOM,700000,
2024-01,TAMPINES,5 ROOM,682000,
2024-01,TAMPINES,5 ROOM,678888,
2024-01,TAMPINES,5 ROOM,700000,
2024-01,TAMPINES,5 ROOM,740000,
2024-01,TAMPINES,5 ROOM,745000,
2024-01,TAMPINES,5 ROOM,680000,
2024-01,TAMPINES,5 ROOM,676000,
2024-01,TAMPINES,5 ROOM,650000,
2024-01,TAMPINES,5 ROOM,632000,
2024-01,TAMPINES,5 ROOM,980000,
2024-01,TAMPINES,5 ROOM,712000,
2024-01,TAMPINES,5 ROOM,630000,
2024-01,TAMPINES,5 ROOM,580000,
2024-01,TAMPINES,5 ROOM,688000,
2024-01,TAMPINES,5 ROOM,645000,
2024-01,TAMPINES,5 ROOM,730000,
2024-01,TAMPINES,5 ROOM,788000,
2024-01,TAMPINES,5 ROOM,725000,
2024-01,TAMPINES,5 ROOM,710800,
2024-01,TAMPINES,5 ROOM,695000,
2024-01,TAMPINES,5 ROOM,726000,
2024-01,TAMPINES,5 ROOM,805000,
2024-01,TAMPINES,5 ROOM,852000,
2024-01,TAMPINES,5 ROOM,718000,
2024-01,TAMPINES,5 ROOM,740000,
2024-01,TAMPINES,5 ROOM,700000,
2024-01,TAMPINES,5 ROOM,750000,
2024-01,TAMPINES,5 ROOM,662000,
2024-01,TAMPINES,5 ROOM,725000,
2024-01,TAMPINES,5 ROOM,689000,
2024-01,TAMPINES,5 ROOM,668000,
2024-01,TAMPINES,5 ROOM,640000,
2024-01,TAMPINES,5 ROOM,708000,
2024-01,TAMPINES,5 ROOM,668000,
2024-01,TAMPINES,5 ROOM,810000,
2024-01,TAMPINES,EXECUTIVE,905000,
2024-01,TAMPINES,EXECUTIVE,850000,
2024-01,TAMPINES,EXECUTIVE,818000,
2024-01,TAMPINES,EXECUTIVE,838000,
2024-01,TAMPINES,EXECUTIVE,855000,
2024-01,TAMPINES,EXECUTIVE,845000,
2024-01,TAMPINES,EXECUTIVE,850000,
2024-01,TAMPINES,EXECUTIVE,810000,
2024-01,TAMPINES,EXECUTIVE,788000,
2024-01,TAMPINES,EXECUTIVE,832000,
2024-01,TAMPINES,EXECUTIVE,850888,
2024-01,TAMPINES,EXECUTIVE,850000,
2024-01,TAMPINES,EXECUTIVE,1000000,
2024-01,TAMPINES,EXECUTIVE,930000,
2024-07,TAMPINES,2 ROOM,363000,
2024-07,TAMPINES,2 ROOM,350000,
2024-07,TAMPINES,2 ROOM,365000,
2024-07,TAMPINES,3 ROOM,550000,
2024-07,TAMPINES,3 ROOM,458000,
2024-07,TAMPINES,3 ROOM,455000,
2024-07,TAMPINES,3 ROOM,473888,
2024-07,TAMPINES,3 ROOM,525000,
2024-07,TAMPINES,3 ROOM,545000,
2024-07,TAMPINES,3 ROOM,525000,
2024-07,TAMPINES,3 ROOM,542000,
2024-07,TAMPINES,3 ROOM,588000,
2024-07,TAMPINES,3 ROOM,430000,
2024-07,TAMPINES,3 ROOM,425000,
2024-07,TAMPINES,3 ROOM,488000,
2024-07,TAMPINES,3 ROOM,479000,
2024-07,TAMPINES,3 ROOM,440000,
2024-07,TAMPINES,3 ROOM,423000,
2024-07,TAMPINES,3 ROOM,425000,
2024-07,TAMPINES,3 ROOM,470000,
2024-07,TAMPINES,3 ROOM,493888,
2024-07,TAMPINES,3 ROOM,440000,
2024-07,TAMPINES,3 ROOM,475000,
2024-07,TAMPINES,3 ROOM,490000,
2024-07,TAMPINES,3 ROOM,420000,
2024-07,TAMPINES,3 ROOM,432000,
2024-07,TAMPINES,3 ROOM,445000,
2024-07,TAMPINES,3 ROOM,400000,
2024-07,TAMPINES,3 ROOM,435000,
2024-07,TAMPINES,3 ROOM,460000,
2024-07,TAMPINES,3 ROOM,450000,
2024-07,TAMPINES,3 ROOM,448000,
2024-07,TAMPINES,3 ROOM,425000,
2024-07,TAMPINES,3 ROOM,425000,
2024-07,TAMPINES,3 ROOM,425000,
2024-07,TAMPINES,3 ROOM,440000,
2024-07,TAMPINES,3 ROOM,405000,
2024-07,TAMPINES,3 ROOM,410000,
2024-07,TAMPINES,3 ROOM,450888,
2024-07,TAMPINES,3 ROOM,458000,
2024-07,TAMPINES,3 ROOM,450000,
2024-07,TAMPINES,3 ROOM,589000,
2024-07,TAMPINES,3 ROOM,540000,
2024-07,TAMPINES,3 ROOM,565000,
2024-07,TAMPINES,3 ROOM,595000,
2024-07,TAMPINES,3 ROOM,550000,
2024-07,TAMPINES,3 ROOM,555000,
2024-07,TAMPINES,3 ROOM,566000,
2024-07,TAMPINES,3 ROOM,442000,
2024-07,TAMPINES,3 ROOM,410000,
2024-07,TAMPINES,3 ROOM,457000,
2024-07,TAMPINES,3 ROOM,458000,
2024-07,TAMPINES,3 ROOM,455000,
2024-07,TAMPINES,4 ROOM,610000,
2024-07,TAMPINES,4 ROOM,628000,
2024-07,TAMPINES,4 ROOM,600000,
2024-07,TAMPINES,4 ROOM,555888,
2024-07,TAMPINES,4 ROOM,526000,
2024-07,TAMPINES,4 ROOM,505000,
2024-07,TAMPINES,4 ROOM,640000,
2024-07,TAMPINES,4 ROOM,663888,
2024-07,TAMPINES,4 ROOM,640000,
2024-07,TAMPINES,4 ROOM,605011,
2024-07,TAMPINES,4 ROOM,650000,
2024-07,TAMPINES,4 ROOM,750000,
2024-07,TAMPINES,4 ROOM,785000,
2024-07,TAMPINES,4 ROOM,793000,
2024-07,TAMPINES,4 ROOM,773000,
2024-07,TAMPINES,4 ROOM,590000,
2024-07,TAMPINES,4 ROOM,680000,
2024-07,TAMPINES,4 ROOM,628000,
2024-07,TAMPINES,4 ROOM,670000,
2024-07,TAMPINES,4 ROOM,705500,
2024-07,TAMPINES,4 ROOM,692000,
2024-07,TAMPINES,4 ROOM,670000,
2024-07,TAMPINES,4 ROOM,690000,
2024-07,TAMPINES,4 ROOM,785000,
2024-07,TAMPINES,4 ROOM,755000,
2024-07,TAMPINES,4 ROOM,705000,
2024-07,TAMPINES,4 ROOM,759000,
2024-07,TAMPINES,4 ROOM,590000,
2024-07,TAMPINES,4 ROOM,730000,
2024-07,TAMPINES,4 ROOM,570000,
2024-07,TAMPINES,4 ROOM,780000,
2024-07,TAMPINES,4 ROOM,778000,
2024-07,TAMPINES,4 ROOM,835000,
2024-07,TAMPINES,4 ROOM,555000,
2024-07,TAMPINES,4 ROOM,600000,
2024-07,TAMPINES,4 ROOM,595000,
2024-07,TAMPINES,4 ROOM,685000,
2024-07,TAMPINES,4 ROOM,618888,
2024-07,TAMPINES,4 ROOM,590000,
2024-07,TAMPINES,4 ROOM,730000,
2024-07,TAMPINES,4 ROOM,520000,
2024-07,TAMPINES,4 ROOM,650000,
2024-07,TAMPINES,4 ROOM,715000,
2024-07,TAMPINES,4 ROOM,650000,
2024-07,TAMPINES,4 ROOM,566000,
2024-07,TAMPINES,4 ROOM,638000,
2024-07,TAMPINES,4 ROOM,625000,
2024-07,TAMPINES,4 ROOM,580000,
2024-07,TAMPINES,4 ROOM,585000,
2024-07,TAMPINES,4 ROOM,605000,
2024-07,TAMPINES,4 ROOM,550000,
2024-07,TAMPINES,4 ROOM,535088,
2024-07,TAMPINES,4 ROOM,531000,
2024-07,TAMPINES,4 ROOM,525000,
2024-07,TAMPINES,4 ROOM,523000,
2024-07,TAMPINES,4 ROOM,627000,
2024-07,TAMPINES,4 ROOM,530000,
2024-07,TAMPINES,4 ROOM,525000,
2024-07,TAMPINES,4 ROOM,690000,
2024-07,TAMPINES,4 ROOM,600000,
2024-07,TAMPINES,4 ROOM,685000,
2024-07,TAMPINES,4 ROOM,600000,
2024-07,TAMPINES,4 ROOM,723000,
2024-07,TAMPINES,4 ROOM,755800,
2024-07,TAMPINES,4 ROOM,730000,
2024-07,TAMPINES,4 ROOM,753000,
2024-07,TAMPINES,4 ROOM,760000,
2024-07,TAMPINES,4 ROOM,677000,
2024-07,TAMPINES,4 ROOM,730000,
2024-07,TAMPINES,4 ROOM,718000,
2024-07,TAMPINES,4 ROOM,750000,
2024-07,TAMPINES,4 ROOM,640000,
2024-07,TAMPINES,4 ROOM,620000,
2024-07,TAMPINES,4 ROOM,640000,
2024-07,TAMPINES,4 ROOM,615000,
2024-07,TAMPINES,4 ROOM,600000,
2024-07,TAMPINES,4 ROOM,625000,
2024-07,TAMPINES,4 ROOM,640000,
2024-07,TAMPINES,4 ROOM,632000,
2024-07,TAMPINES,4 ROOM,630000,
2024-07,TAMPINES,4 ROOM,570000,
2024-07,TAMPINES,4 ROOM,610000,
2024-07,TAMPINES,4 ROOM,550000,
2024-07,TAMPINES,4 ROOM,556000,
2024-07,TAMPINES,4 ROOM,598000,
2024-07,TAMPINES,4 ROOM,587000,
2024-07,TAMPINES,4 ROOM,650000,
2024-07,TAMPINES,5 ROOM,710000,
2024-07,TAMPINES,5 ROOM,705000,
2024-07,TAMPINES,5 ROOM,653888,
2024-07,TAMPINES,5 ROOM,700000,
2024-07,TAMPINES,5 ROOM,695000,
2024-07,TAMPINES,5 ROOM,715000,
2024-07,TAMPINES,5 ROOM,720000,
2024-07,TAMPINES,5 ROOM,690000,
2024-07,TAMPINES,5 ROOM,720000,
2024-07,TAMPINES,5 ROOM,695000,
2024-07,TAMPINES,5 ROOM,800088,
2024-07,TAMPINES,5 ROOM,660000,
2024-07,TAMPINES,5 ROOM,780000,
2024-07,TAMPINES,5 ROOM,725000,
2024-07,TAMPINES,5 ROOM,938888,
2024-07,TAMPINES,5 ROOM,965888,
2024-07,TAMPINES,5 ROOM,930000,
2024-07,TAMPINES,5 ROOM,908000,
2024-07,TAMPINES,5 ROOM,898000,
2024-07,TAMPINES,5 ROOM,940000,
2024-07,TAMPINES,5 ROOM,938888,
2024-07,TAMPINES,5 ROOM,875000,
2024-07,TAMPINES,5 ROOM,880000,
2024-07,TAMPINES,5 ROOM,980000,
2024-07,TAMPINES,5 ROOM,735000,
2024-07,TAMPINES,5 ROOM,772888,
2024-07,TAMPINES,5 ROOM,708000,
2024-07,TAMPINES,5 ROOM,700888,
2024-07,TAMPINES,5 ROOM,680000,
2024-07,TAMPINES,5 ROOM,676000,
2024-07,TAMPINES,5 ROOM,715888,
2024-07,TAMPINES,5 ROOM,720000,
2024-07,TAMPINES,5 ROOM,690000,
2024-07,TAMPINES,5 ROOM,700000,
2024-07,TAMPINES,5 ROOM,738000,
2024-07,TAMPINES,5 ROOM,645000,
2024-07,TAMPINES,5 ROOM,690000,
2024-07,TAMPINES,5 ROOM,810000,
2024-07,TAMPINES,5 ROOM,720000,
2024-07,TAMPINES,5 ROOM,700000,
2024-07,TAMPINES,5 ROOM,670000,
2024-07,TAMPINES,5 ROOM,682000,
2024-07,TAMPINES,5 ROOM,698000,
2024-07,TAMPINES,5 ROOM,900000,
2024-07,TAMPINES,5 ROOM,915000,
2024-07,TAMPINES,5 ROOM,738000,
2024-07,TAMPINES,5 ROOM,740000,
2024-07,TAMPINES,5 ROOM,730000,
2024-07,TAMPINES,5 ROOM,858000,
2024-07,TAMPINES,5 ROOM,685000,
2024-07,TAMPINES,EXECUTIVE,1008888,
2024-07,TAMPINES,EXECUTIVE,968888,
2024-07,TAMPINES,EXECUTIVE,900000,
2024-07,TAMPINES,EXECUTIVE,900000,
2024-07,TAMPINES,EXECUTIVE,707900,
2024-07,TAMPINES,EXECUTIVE,928888,
2024-07,TAMPINES,EXECUTIVE,980000,
2024-07,TAMPINES,EXECUTIVE,978000,
2024-07,TAMPINES,EXECUTIVE,830000,
2024-07,TAMPINES,EXECUTIVE,825000,
2024-07,TAMPINES,EXECUTIVE,840000,
